Text Signature,Bytes Signature
"mintTokens2(int256,address,uint256,uint256)",0x11b4bbdb
"mint(int256,uint256,bytes32)",0xeb381429
"mintToken(address,uint256)",0x79c65068
"demintTokens(address,uint8)",0xe7f4037a
"mintParticularPart(uint8[4],address)",0xf3794914
"_mint(uint256,uint256,uint256)",0x63f1a089
"mintTokens2(address,uint256,uint256)",0xae81f51b
mintAll(),0x595882b3
unmint(uint256),0x64e779b1
mint(uint256),0xa0712d68
"mintToken(address,uint256,address)",0x6dfada86
"mintRep(address,uint256)",0x8b9e2832
testFail_mint_without_add_authority_to_controller(),0xe7a3c218
"mint(address,uint256,bool)",0xd1a1beb4
"mintTokens(uint256,address,address)",0x6407e432
"mint(bytes32,bytes,uint256[],bytes,bytes)",0xe64e3241
"mint(address,uint256,bytes)",0x94d008ef
"mintGreen(address,uint256)",0xff48fd9c
"mintWithEvent(address,uint256)",0x114da3e3
mintForDisputeCrowdsourcer(uint256),0xb6bf1b3a
"mintTokens(address,uint256,uint256)",0x6831e272
test_mint(),0x1e2fc4f7
mintExtraTokens(uint256),0xeca5339d
"mint(address,string)",0xd0def521
mintSendTokens(),0xfaf9b5cf
"mintGrey(address,uint256)",0xa20efba3
"mintBadge(address,uint256)",0xe42bff66
mintForReportingParticipant(uint256),0xdb054134
"mintLockCashout(address,uint256)",0x4acd4d5c
"mintTokens(uint256,uint256,address)",0x75c66e2f
"mintTokens(address,uint256)",0xf0dda65c
"mintReputation(uint256,address,address)",0xeaf994b2
mintBonusTokensForGames(uint256),0xd740547e
"mintTokens1(address,uint256,uint256,bytes32)",0x8383671b
mint(address),0x6a627842
mintFeeTokens(uint256),0xa7eb685b
"mint(address,uint256,uint256)",0x156e29f6
mint(uint128),0x69d3e20e
"mint_and_transfer(address,uint256)",0x52ec8a58
"_mintTokens(address,uint256)",0xe476cb86
mint(),0x1249c58b
mintAgents(address),0x42c1867b
"mintInternal(address,uint256)",0xd4d92b14
"mintForReportingParticipant(address,uint256)",0xa00ce6a5
mint(bytes32),0xadf2cead
"mint(address,uint256)",0x40c10f19
mintAllowance(),0x396876bd
"mintTokens(uint256,address,bool)",0x8d1dff6b
"mintMigrationTokens(address,uint256)",0x3c0cfb3d
"_mint(address,uint256)",0x4e6ec247
"mint(uint256,bytes32)",0x1801fbe5
"mint(uint256,address)",0x94bf804d
"mint(address,uint256,bool,uint32)",0xb5e73249
"mint(uint256,string)",0x77097fc8
"mintParts(uint16,address)",0x4584117e
"mintPCD(address,uint256)",0x742cd75d
"mintICD(address,uint256)",0x0d61cd5d
mintTokens(uint256),0x97304ced
"mintAndFreeze(address,uint256,uint64)",0x0bb2cd6b
mintAllBonuses(),0x3714e274
mintPresaleBonuses(),0x3c69a5e6
"_mint(uint256,address)",0xe855aee5
"mint0(address,uint256)",0x76c30794
"mint(address,uint256,uint32)",0xd0047acf
"mintTokens(uint256,int256,address,uint256)",0xcde43f28
"mintTokensMultiple(uint256,int256,address[],uint256[])",0xe4e1f7af
"mintTokensLocked(uint256,int256,address,uint256,uint256)",0x01a15ee9
"mintTokensLockedMultiple(uint256,int256,address[],uint256[],uint256[])",0xdebe9768
"mint(address,uint256,address)",0x0d4d1513
mintForOwner(address),0xa50d81c7
mintMore(address),0x1cb07902
"mintLocked(address,uint256)",0x5143e246
"mintAndTransfer(address,uint256)",0x080571eb
"GoldmintUnsold(address,address)",0x4ac1b5ff
"Goldmint(address,address,address,address,address,address)",0x863d62ac
mintDigitalArt(string),0x86f1f2d4
"mint(bytes32,address)",0x293c6a3a
"mintBatch(bytes32,bytes32,bytes32,bytes32,bytes32,address)",0xdd59c954
_mint(bytes32),0x6225924e
"mintPack(uint256,bytes32,bytes32,bytes32,bytes32,bytes32,bytes32,bytes32,bytes32,bytes32,bytes32)",0x3791792a
"mintTokensExternal(address,uint256)",0x9bf6eb60
"mintTokensByETHExternal(address,uint256)",0xca1e5bb7
"mintTokensByETH(address,uint256)",0x37f46e7e
"mintTransfer(address,uint256,uint256,uint256)",0x073b423d
"mint(address,uint256,uint8)",0x6112e8ac
"mint(address,uint32)",0xd35e29d7
getGoldmintFeeAccount(),0xd0747a9c
setGoldmintFeeAccount(string),0xb65e1ab8
"mintToken(address,uint256,int256)",0xaeb8f966
"mintProxyWithoutCap(address,uint256)",0x34d2c4cb
"mintProxy(address,uint256)",0x6d6c0ec4
"mintTokenToBuyer(address,uint256,uint256)",0xb8894fe3
"mintETHRewards(address,uint256)",0x18c9ef97
"mintTokenRewards(address,uint256)",0xb23c1f19
"mint(address,address,uint256)",0xc6c3bbe6
mintSeq(address[]),0x74f0765a
"mintForInvestor(address,uint256)",0xf7ecc428
mintToken(uint256),0xc634d032
minted(),0x4f02c420
"mintAndCreatePreIcoBitex(address,address)",0x675518b8
"Bhinnekamint(address,uint256,uint256)",0x1644b20b
"BTImint(address,uint256)",0x0a12c89e
"mint_time_locked_token(address,uint256)",0x4c64cf92
mintToSpecialFund(address),0xf7d9078e
"mintLockupTokens(address,uint256,uint256)",0x88275b68
"mintTokensWithIncludingInJackpot(address,uint256)",0x3e2d7de1
"mintTokensWithApproval(address,uint256,address)",0x91fe7bab
"mintPresale(address,uint256)",0xe4f20fb2
mintExtendedTokens(),0x7e00d77a
"mintToken(uint256,int256)",0x9ae1c4f8
"mint(address[16],address,uint256)",0x3a1460ac
"mint(address,uint256,uint256,uint256)",0xa647e8ec
mintTokensToEralyInvestors(),0xd571829e
mintingFinish(),0x3ba8c9a7
"mintUnICOLeftToken(address,address,address)",0xebf5128c
"mintFinalize(address,uint256)",0x86f8e4ef
setGoldmintTeamAddress(address),0xa66c0b1c
"GoldmintMigration(address,address)",0x7637a12e
"mintNewDNC(address,uint256)",0x71ced69d
"mintMAYToken(address,uint256)",0x16b60f2c
mintForContributorPool(uint256),0x69dd312f
mintForCreatorsPool(uint256),0x06802613
"mintFor(address,uint256)",0xda1919b3
"mintToAddresses(address[],uint256)",0xf190ac5f
"mintToAddressesAndAmounts(address[],uint256[])",0x27de1a4d
mintPresaleTokens(uint256),0x8db8053b
"mint(address,bytes32,uint256)",0xc89dcfce
"mintTimelocked(address,uint256,uint256)",0xc14a3b8c
"mint(uint256,int256)",0xc61e42ae
"mint_for(address,uint256)",0x6b04f110
mintPredefinedTokens(),0x95ed857c
"mintRandomCards(address,uint8,uint8)",0x051cb630
"mintSpecificCard(address,uint8,uint256)",0xea8f6691
"mintSpecificCards(address,uint8,uint256[])",0x72388f7c
"mint(address,uint256,int16,int16,int16,int16,int16,int16,uint256)",0xcd076620
"mintFromTrustedContract(address,uint256)",0x8da76874
"mintContract(address,uint256)",0x56c3e31a
OWN_mintToken(uint256),0xd4403495
"mintTokensFor(address,uint256,uint256)",0xaface2f1
"mintTokensBatch(uint256,address[])",0x6d6908bd
"mintEditionCards(address,uint8,uint8)",0x755fd25c
"mintBooster(address,uint32,uint8,uint8,uint32,uint24)",0x262bcb68
"mintTokens(address,int256,uint256)",0x455c06e4
"mintToAccount(address,uint256)",0x356e7e9d
_mint(uint256),0x2c526196
mintInterest(uint256),0xb1cc7c60
"mintChest(address,uint16,uint24,uint24,uint8,uint8)",0xc2356d23
"mintFish(address[],uint32[],uint8[],uint8[],uint8[],bytes16[])",0x082d7187
"_mintFish(address,uint32,uint8,uint8,uint8,bytes16)",0x265a8636
"mintCoinsForOldCollectibles(address,uint256,address)",0x7c9c3d89
"mintToken(address,uint256,uint256)",0x23a36d2b
"mintToken(address,address,uint256)",0x6bec32da
"_mintFromDeposit(address,uint256)",0x2981cceb
"log_mint(address,uint256)",0x916635c6
"mintInternal(address,address,uint256)",0x21065f10
mintContributors(address[]),0x2192b99d
"multimint(address[],uint256[])",0x14004ef3
mintTeamTokens(),0xe5ff2e8a
mint_Crowdsale(address),0x556a3689
"demint(address,uint256)",0x2ee119cb
"mintTokens(address[],uint256[])",0xc2acc5cf
"mintSoldTokens(address,uint256)",0xc4596419
"mintRewardTokens(address,uint256)",0x6eee2dad
"mintLongTermTokens(address,uint256)",0xca79e2f2
mintExtraTokens(),0x9095269d
mintBonus(address),0x957b781c
"Goldmint(address,address,address,address,address)",0x608cadb8
"mintSub(address,uint256)",0x978ca331
"mintForInvestor(address,uint256,uint256)",0xc89231b3
"mintTokensLocked(address,uint256)",0x5c1d2215
mintItem(address),0x691c65d4
mintChip(bytes32),0x5a70686a
"setAcceptedLegacyAugmintToken(address,int256,bool)",0x831bb4f2
mintAllocations(),0x4198d24a
"mintMarketing(address,uint256)",0x763f4011
"mintIcoTokenMultiple(address[],uint256[])",0x2b2b2882
"mintDSBCToken(address,uint256)",0x88bb18fc
"mintInitialSupply(uint256[],address,address,address)",0x0a5f558e
"mintWithLock(address,uint256,uint256,uint256)",0x67249254
"mintResource(uint16,uint256)",0x23539cd4
"mintForSale(address,uint256)",0x58476a7a
"mintForWorker(address,uint256)",0xba91d87b
"mintTo(address,uint256)",0x449a52f8
"mint(uint256,uint256,address,uint256)",0x706ff617
"mintSpecial(string,string,uint8,uint256,uint256)",0x954cbe3f
"_mint(string,string,uint8,uint256,bool,uint256)",0x5910ce39
"mintVested(address,uint256,uint256,uint256)",0x39e613d9
"mint(address,int256)",0xfd9bf3aa
"mintTokens(address,address,uint256)",0x6fc98ee1
"mint(address,uint256,int256)",0xf6030aeb
mintBountytokens(address),0x18df6090
mintFinish(),0x807a599c
"mintPreICO(address,address,uint256,uint256,uint256)",0x671de554
"mintTokensFor(address,uint256)",0x8f6811a3
"mint(address[],uint256[])",0xe467f7e0
"mintFirstTokens(address,uint256,uint256[])",0xe82c6e8a
"_mint(address,uint256,uint256[])",0x7777789f
"mintICOTokens(address,uint256,uint256)",0x4cd85837
"mintICOTokensFromExternal(address,uint256)",0xae4a7512
"mintInitialTokens(address,uint256)",0x8aa08617
"mintTrusted(address,uint256)",0xea31d56b
"mintTokensWithReferal(address,address,uint256)",0xf95b5e0d
"mintEarlySupportersTokens(address,uint256)",0xfe396c71
"mintTreasuryTokens(address,uint256)",0x8ea83681
"mintFoundingTeamTokens(address,uint256)",0x33f44026
"mintPresaleTokens(address,uint256)",0x30b2b8aa
"mint(address,uint64)",0x2893c5b0
mintForFund(address),0xc3ba7574
"mint(address,uint256,string,string,bytes32[],bytes32[])",0x00ea81c0
"mintSilcToken(address,uint256)",0xe9108538
"_mintSqr(uint256,address,uint256,uint256)",0x73a80b74
"mintFoundersRewards(address,int256)",0x4c31a0ca
"mintRefCredits(address,uint256)",0x3999968c
"mintFull(address,uint256)",0x3245a55f
mintLeftOverZCOToWallet(),0x15a6a11c
"mintAndAllocateZCO(address,uint256)",0x77e75b07
"mintvestedTokens(address,uint256)",0x56a807d9
mintCoreToken(address[]),0x189f9041
"mintOWL(address,uint256)",0xf52a41f3
"mintTRCToken(address,uint256)",0x94056c42
mintPreAllocatedTokens(),0x192b3092
"mintReservationTokens(address,uint256)",0x957dcb1e
"mintUnderCap(uint256,uint256)",0xe80919d5
mintAll(uint256[]),0x85e5d7ee
mintUptoCap(),0xa7a604b2
"mintChipUnsafely(uint256,bytes32)",0x1e04eee9
"_mintCard(uint8,address)",0x771cbe3d
"mintPackSaleCard(uint8,address)",0x7579fcb3
"mintUnreleasedCard(uint8,address)",0x6977aa62
mintAirdropToken(uint256),0x417de5b5
mintAfterIcoPeriod(),0x0d2a1fa7
"mintAllocation(address,uint256)",0x01968a56
"mintReservation(address[],uint256[])",0x4d912393
"mintTo(uint256,address)",0xb723b34e
"mintMany(address[],uint256[])",0x4029a3ce
mintInPeriodCount(uint256),0x19e5d0cb
mintInCurrPeriodCount(),0xae5adac7
"mint(uint256,uint256,address)",0xe7d3fe6b
mintTokens(address[]),0x3fa40f94
"mintTokens_(address,uint256,address)",0x4b603a83
"mintBatch(address[],uint256[])",0x7c88e3d9
"mintAuthorizedBatch(address[],uint256[])",0xa5d6d4c3
"mintAuthorizedBatchWithBalances(address[],uint256[])",0x1c0c3d33
mintOpen(),0x24bbd049
mintClose(),0xa0214c1c
"mint(address,uint256,string,uint256,uint256,uint256,uint256,uint256,uint256)",0x7360ab6e
mintToken(),0x2004ffd9
_mintCategory(string),0x6af81d6f
mintEtherBro(),0xfa48b4bf
mintPromoEtherBro(uint16),0x7563113b
"mint(address,uint128)",0xbe29184f
"mintCoins(address,uint256)",0xb7fde9da
"mintPresale(uint256,address)",0xe36d036c
mintAfterSale(),0x1d5b9efe
mintNextCard(),0xe3906b3d
"mintCard(address,uint8[14])",0xfd6ba459
"mintMultiToken(address[],uint256[],uint256)",0xb1895823
_mintCards(uint32),0x8e641963
mintable(),0x4bf365df
"mint(uint256,uint256,string,uint8,bytes32,bytes32)",0x9f535821
mintTokens(address),0xbcfaa79d
"_mint(uint256,address,string,string)",0x7fbc0c48
"mintbuy(address,uint256)",0xcf295a5c
"mintlist(address[],uint256[])",0x60fd0e91
"mint_tokens(address,uint256)",0xd35cf913
"mintAndLock(address,uint256,uint256)",0x899e37b9
"mintFromICO(address,uint256)",0x3aa0396a
"mintManual(address,uint256)",0x8ca5da35
mint(address[]),0xbd075b84
mintFounderTokens(),0x76b63576
"mint(address,uint256,string)",0xd3fc9864
"mintToOtherCoinBuyer(address,uint256,string)",0x7466e67d
"mintToInfluencer(address,uint256,string)",0xcfff8974
"mintWithLocked(address,uint256,uint256)",0xfd241e2b
mintToTeamAndAdvisors(),0xd0c7c635
"mintTo(address,uint256,uint256)",0x2baf2acb
"mintSBIToken(address,uint256)",0xc5d81804
"mint(string,bytes16,uint256,uint32,address)",0xe6153d1b
"mintForMarket(address,uint256)",0xcbc61daf
"mintForYear(address,uint256)",0xdb403747
"mintDSBIToken(address,uint256)",0x842acf9d
"_mintToken(address,uint256)",0xbb6a55bd
"mintReferralShare(uint256,address,uint256)",0xd0ca7379
"mintAccount(uint256,uint256,uint16,bytes32,uint256)",0x5f7c944f
mintAll(address),0x56c88f5f
mintableAmount(),0xae3baf4d
"mintFraCoins(address,uint256)",0xc5133802
mintFraCoins(uint256),0x319f3930
mintIfNecessary(uint256),0xb3570116
mintCoins(uint256),0xa77b6efb
"mintRequest(address,uint256,uint256)",0x57cb4947
"mintApprove(uint256,int256)",0x051a86cc
"mintComplete(uint256,int256)",0x946267ec
"mint(address,string,string,uint256,uint64,uint64,uint64)",0xcdf46344
"mint(bytes32,uint256,bytes32)",0x40786dec
Umint21(),0x9690caa6
"mintPreSale(address,uint256)",0x8c25466a
"_mintTimelocked(address,uint256,uint256)",0x67814109
mintTokens(),0xeeb9635c
"mintMiniICOTokens(address,uint256)",0xf87f31c3
"mintICOTokens(address,uint256)",0x24263f77
"mintMultiple(address[],uint256)",0x648fb06f
"mintToAddress(uint256,address)",0x512b658d
"mintlvlToken(address,uint256)",0xb5a312c6
"mintTokenForPrivateInvestors(address,uint256)",0x18a54ecd
"mintByMintable(address,uint256)",0x4eb396cd
mintTo(),0x92123470
"mintOnDemand(address,uint256)",0x428d5630
"mintWallets(address,address,address,address,address,address,address,address)",0xedbea0b1
mintForEverybody(),0x649efd6e
mintMAN(),0x0c3304d1
"mint(address,uint256,address,string)",0x84ba2642
"_mintToken(uint256,string,address)",0x7ed273e9
mintNewDrawings(uint256),0x854642e1
mintTokensForFirstStage(),0x509065b8
mintTokensForSecondStage(),0xd8085306
"mint(bytes32,uint256,string)",0x9fb6c796
burnUnmintedTokens(uint256),0xdc885527
_mint(address),0x09aa7b67
"mintRawTokens(address,uint256)",0x2b0cb194
mintUpdateToken(uint256),0xd615950d
addToUnminted(uint256),0xf2c80435
mintable(uint256),0x0f784943
"minted(address,uint256)",0xb7656808
"mint(address,uint256,uint256,uint256,uint256,uint256,uint256)",0x7ddfffbf
mintReservedTokens(),0x3eefe239
"mintFund(address,uint256)",0xe25d4dac
"mintTeam(address,uint256)",0x93f84cfe
"mintTo(address,string,uint256,uint256)",0xe7095e97
"mintManyTo(address,string,uint256[],uint256[])",0xf6e72981
mintCopieExecutoire(bytes32),0xd59070f8
"mintLVE(address,uint256,uint256)",0x76be6c24
"mintTransfer(bytes32,uint256,bytes32,address)",0x699ac46f
"_mint(bytes32,uint256,bytes32,address)",0x59e99db2
"mint(uint256,string,bytes)",0x785cc997
set_mint(uint256),0xccf12304
mintEGAS(),0xd1802d79
"mintArray(address[],uint256[])",0xf15627a1
"mint(string,uint256)",0x056b01ce
"mintForPrivateFiat(address,uint256)",0xbaa40cd4
"mint(address,bytes32,bytes32,bytes32[],bytes)",0xee5301d5
"mintForwarder(uint256,bytes32,address[],int256)",0x63c06fe9
"mintForwarder(uint256,bytes32,address)",0xb17216f5
"mintToken(uint256,address,uint256,bytes32,uint8)",0x8bf68690
mint(string),0xd85d3d27
"mint(bytes32,int256,address,uint256)",0xc8ceaa95
"mintWithMemo(string,address,uint256)",0xe314d852
mintOneWeek(),0xc6361267
mintForFounders(),0x2bf5a2ea
"mintForHolders(address[],uint256[])",0x523e57be
"mintForWebsites(address[],uint256[])",0x215ae66d
"_mintEstate(address,string)",0x3e6e2a73
"mintPreSaleTokens(address[],uint256[],uint256[])",0xf53b8ded
"mintBounty(address[],uint256[])",0x47bc3e51
"mintMulti(address[],uint256[])",0x46e4959d
mintme(),0x08def058
"mint_(address,uint256)",0x2108292e
mintSupply(),0x045b7dca
minterAllowance(address),0x8a6db9c3
mintData(),0x5195e8c5
mintPrice(),0x6817c76c
"mint(address,string,bytes32)",0xd34047b6
mintContractByIndex(uint256),0x7106bd46
"mintTicket(address,string)",0x5388842c
mintMedal(uint256),0x12039fed
"mint(string,string)",0x8aa0fdad
"mintTokensForCrowdsaleParticipants(address[],uint256[])",0x6b3cedd6
"mintFrozen(address,uint256)",0xbf6edbd9
"mintGem(uint256,string,uint256,bool,uint256)",0xcd575c32
"mintInBatches(address[],uint256[])",0x2ba25366
"mintNonFungible(uint256,address[])",0xf9419088
"mintFungible(uint256,address[],uint256[])",0x78b27221
"mint(address,uint32,uint256)",0xca3181e0
_mint(),0xc0702d9c
"mintTokens(uint256,address)",0x10c5b328
"_mint(string,uint256)",0x665b1bc0
"_mint(address,uint32,uint32,uint32)",0x8a5c9098
"mint(uint32,uint32,uint32)",0x3adbb3a4
"mintReserved(address,uint256,uint256)",0x663f8549
"mint(uint256,address,uint256)",0x836a1040
"mintWithTokenURI(address,uint256,string)",0x50bb4e7f
"mintToMany(address[],uint256[])",0x92524725
mintingIsAllowed(),0x1822cbc5
mintPriceOffset(),0x1b517663
mintPartnershipTokens(),0x36a6ad58
mintValue(),0x89c77dfe
mintableToken(),0x95d38ea8
mintBounty(),0xafc48052
mintFee(),0x13966db5
unmintedGBT(),0xe267761f
minterContract(),0x92f00233
mintingState(),0x0e6d3a89
mintcoin(),0x30b7222f
mintingIsFinished(),0x37c75992
mintBool(),0x0675cb0b
mintableSupply(),0xcc5c095c
mintedCoins(),0x1db021c0
mintingPreIcoFinish(),0xb8341628
minterFeePercent(),0x98be7c62
mintAmount2(),0xdcdaa35b
mintCapInUSD(),0xb45a2712
_unmintedTokens(),0x866c03eb
mintToFounders(),0xeac48278
mintingDec(),0x534439a3
mintBase(),0x75524ffd
mintableTokenAddress(),0xeabf4240
mintingNonce(),0xfbb0eb8b
mintingActive(),0x31f9c919
mintAgent(),0x0d3737b0
augmintToken(),0x7b9b9c89
goldmintTeamAddress(),0x957aa3d1
mintOwner(),0xcecb06d0
mintMarketingTokens(),0x03c7da39
mintTimes(),0x755cc41e
mintCoolDown(),0x02c76d45
mintingDone(),0x8e2ae564
mintingStartTime(),0xdfef5f69
mintAmount4(),0xf1b5bc17
mintLimit(),0x996517cf
mintCapInETH(),0xa49e4540
mintUserAdoptionTokens(),0xd5193235
mintedWallets(),0x3cfaa9ed
mintHelper(),0x8c28fd6e
mintFeeDenominator(),0x5db07aee
mintStart2(),0x3568bd39
mintBooty(),0x53547d3f
mintingAllowed(),0x96532d1c
mintableAddress(),0xdf4c2164
mintFeeFlat(),0xd63a1389
mintStart(),0x255e4685
mintedGBT(),0x5bbfd0d7
mintTreasuryTokens(),0xa1a7e68b
minter_address(),0xa315acf5
ICOmint(),0xef92742e
mintingEnabled(),0x9fd6db12
mintTokensForServices(),0xf54cc2d0
mintSelf(),0x31885119
mintAmount1(),0x69d6b880
mintDepositAccount(),0xc012e179
minter1(),0x7e76b836
minterChangeable(),0xf0ba23e6
mintingCap(),0x3f23a566
mintCount(),0x9659867e
mintStart3(),0x404cf932
mintAmount5(),0xa174c4c6
mintAdvisorTokens(),0x90b4cc05
mintMode(),0x788c5999
mintingStopDate(),0x4a367827
mintAsideTokens(),0x197ea97e
mintRate(),0xca0dcf16
mintedCrowdsale(),0x100a5ec5
mintPriceBuffer(),0xc1c64ecf
mintedPercentOfTokens(),0x48889813
canmint(),0x47b4f943
mintFeeNumerator(),0x8d93eac2
mintedTokensCap(),0x0348946d
mintTap(),0x0e8b3971
mintMaster(),0xd991c58f
mintax(),0xea5a22eb
mintAmount3(),0x517a70d4
mintingContract(),0xd2f6f67d
mintingFinishedTime(),0x458b1471
mintStart1(),0xe62bd899
mintCapInTokens(),0x7a63c290
mintingFee(),0x5a64ad95
mintFinished(),0x75143ef2
mintPerBlock(),0xa7e03dcb
minter2(),0x55f14c30
mintingStopped(),0xf339292f
mintedDirectly(),0xbe6340b8
mintCommunityRewards(),0x2abfbd28
total_minted(),0xbe17be5d
mintEndYear(),0x16468fe2
mintingContractAddress(),0x824563f6
mintC(),0x1c7f578a
mintDone(),0xbd088724
mintAmount(),0x5a2bcc18
mintingOracle(),0xb36ada82
mintingCompleted(),0xbf538f6f
mintA(),0xd6e0d73c
mintTotal(),0xbca63e50
minting(),0x7dc2268c
mintingBountyFinish(),0x8f4708bd
mintedtokens(),0x17ac410f
mintStartYear(),0x9d84934d
augmintReserves(),0xfe1ebb04
mintTokensForAdvisors(),0x72c174db
mintAddress(),0x425d4980
mintingGoal(),0xb3e33a74
TEAMmint(),0x9f7a2ef5
mintingThreshold(),0x87b55705
mintarget(),0x977ab3c2
last_mint(),0xeb7a7241
mintFundsTokens(),0xa67c8bc4
mintingFoundersFinish(),0x40f13c0f
mintTokensForFounders(),0xdaec8128
mintB(),0x8043cf2d
minterAddress(),0x34d722c9
mintEnabled(),0xd1239730
minterWallet(),0x8f1a422c
mintingPaused(),0xe1a283d6
clockmint(),0xa34ad6b6
mintStart4(),0xc5160187
mintStepPrice(),0xfa462e95
mintStart5(),0x2525aa78
mintAdminApproval(),0xd195ef83
mintAuditApproval(),0x684d63bf
mintMarketMakerApproval(),0x1f48ff7c
mintBadge(uint256),0xc3c63edc
"mint(uint256,string,uint256,uint256,address)",0x310f4cdd
"mintPresell(address,string)",0x2774d052
"mintBounty(address,string)",0x9a04e602
"mintMonster(uint32,address,string)",0x0963d4b7
"mintWithMetadata(address,uint256,string)",0x2d63f728
"mintBulk(address[],uint256[])",0x7fd30df0
mintCrown(uint256),0x6b8b3268
mintGold(uint256),0xab850a85
"mintOnce(string,address,uint256)",0x46862c8f
mintToTeamAccounts(),0xa26c7810
"mintByGateway(uint32,uint64,address,string)",0xb0036d32
"mintFor(uint256,address)",0xad62f1ca
"mintTemplate(uint256,int256,uint256,uint256,uint256,string)",0xd3a9187e
"mintCard(uint256,address)",0xe933cfb0
"mintCards(uint256[],address)",0xab65f20a
mintLimitByTemplate(uint256),0xc2b477a7
mintCountByTemplate(uint256),0x380bf002
"mint(address,uint256,uint256,uint256,uint256)",0xf92883a2
"_mint_with_uri(address,uint256,string)",0xf4a8a699
mint(bytes),0x7ba0e2e7
"mint(bytes32,string,string,string,string,string)",0x9263e371
"_mint(address,uint256,bytes32)",0x75a747dc
"mintReputation(uint256,address,bytes32)",0xd29b5d2f
"mintCUSD(address,uint256)",0x91dc1b1d
"_mintCUSD(address,uint256)",0x1825d0e8
mintOwner(uint256),0x33f88d22
"mint(string,string,string)",0xd645ddf6
"minterTransferFrom(address,address,address,uint256)",0x89f1c26e
"mintTimeLocked(address,uint256,uint256)",0xb762e6e8
mintToken(address),0x01173a74
"_mint(address,string)",0x10e6d746
"mintContract(address,address,uint256)",0xdd53c301
"mintTokensWithinTime(address,uint256)",0x4f45779f
mintReserve(),0x890ac366
"mint(bytes32,address,uint256,bytes)",0xc014875f
"mintWithApproval(address,uint256,address)",0x8d73c027
deductFromUnminted(uint256),0x8e611cee
"mintInvestment(string,string,uint256,address,uint256)",0xe88b0067
"mintEnergyAttributionToken(address,uint256,string)",0xb3da4b09
"_mintToken(address,uint256,uint256,string)",0xd47380e0
"mint(string,uint256,string,uint8,string)",0x13d8867c
"_mint(address,uint256,string)",0xa987d4c6
"mintableProperties(uint256,bytes32)",0x11b059c6
"mint(string,uint256,uint8,string)",0x2af1c247
"mint(string,uint256,uint256,uint8,string)",0xaf481be8
"mintHeroAsset(address,uint256)",0x4d5b335d
"mintMarginTokens(bytes32,address[7],uint256[8],uint32[2],bool,bytes,bytes)",0xce3d9237
"mintWithData(address,uint256,bytes)",0x96adfe42
mintDRSCoin(),0x66576514
